Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
OCT4 20526341 ChIP-Seq ESCs Human	11/2000	0.41680961941048295	0.9999907585392314	0	0	1.112980945763497	0.9739982399431165	PLAC8;VASP;GSDMD;HSPA8;JUN;CD40;SYNGR2;HCLS1;SOD2;CFB;ATOX1
CDX2 21074721 ChIP-Seq CACO-2 Mouse	11/2000	0.41680961941048295	0.9999907585392314	0	0	1.112980945763497	0.9739982399431165	IL15RA;GBP5;CD52;SEMA4A;JUN;MARCKSL1;RAP1A;ISG15;CACYBP;PTGS2;UQCRH
GATA6 21074721 ChIP-Seq CACO-2 Mouse	11/2000	0.41680961941048295	0.9999907585392314	0	0	1.112980945763497	0.9739982399431165	IL15RA;GBP5;CD52;SEMA4A;JUN;MARCKSL1;RAP1A;ISG15;CACYBP;PTGS2;UQCRH
GATA6 21074721 ChIP-Seq CACO-2 Human	11/2000	0.41680961941048295	0.9999907585392314	0	0	1.112980945763497	0.9739982399431165	IL15RA;GBP5;CD52;SEMA4A;JUN;MARCKSL1;RAP1A;ISG15;CACYBP;PTGS2;UQCRH
DPY 21335234 ChIP-Seq ESCs Mouse	11/2000	0.41680961941048295	0.9999907585392314	0	0	1.112980945763497	0.9739982399431165	IFITM3;UBE2F;HSPA8;CDKN1A;IFITM2;SEMA4D;IFI47;CACYBP;COX5B;PTGS2;PSMB10
NFI 21473784 ChIP-Seq ESCs Mouse	11/2000	0.41680961941048295	0.9999907585392314	0	0	1.112980945763497	0.9739982399431165	IFITM3;UBE2F;VAMP8;IFITM2;CCND2;IRGM1;NDUFC2;MAGOHB;SAMHD1;UQCRH;OASL2
NFYB 21822215 ChIP-Seq K562 Human	11/2000	0.41680961941048295	0.9999907585392314	0	0	1.112980945763497	0.9739982399431165	IL15RA;GBP5;CD52;JUN;MARCKSL1;CCND2;RAP1A;ISG15;CACYBP;PTGS2;UQCRH
GATA3 21867929 ChIP-Seq CD8 Mouse	11/2000	0.41680961941048295	0.9999907585392314	0	0	1.112980945763497	0.9739982399431165	JUN;RAP1A;SLFN1;IGTP;HCLS1;CACYBP;NUPR1;UPP1;MAGOHB;MS4A4C;NFE2L2
ETS1 21867929 ChIP-Seq TH2 Mouse	11/2000	0.41680961941048295	0.9999907585392314	0	0	1.112980945763497	0.9739982399431165	PLAC8;UBE2F;FAM49B;IL15RA;RBM39;SIN3B;GMFG;ZFP800;TSPO;PSMB10;NFE2L2
UBF1/2 26484160 Chip-Seq FIBROBLAST Human	11/2000	0.41680961941048295	0.9999907585392314	0	0	1.112980945763497	0.9739982399431165	FAM49B;GBP5;JUN;CCND2;SOCS1;SIN3B;SEMA4D;RPL24;PTGS2;CCR2;TLR2
UBF1/2 26484160 Chip-Seq HMECs Human	11/2000	0.41680961941048295	0.9999907585392314	0	0	1.112980945763497	0.9739982399431165	IL15RA;JUN;CDKN1A;CEBPB;TNFAIP2;NDUFC2;NUPR1;UPP1;PARP14;HSPA1B;TLR2
UBF1/2 26484160 Chip-Seq HMEC-DERIVED Human	11/2000	0.41680961941048295	0.9999907585392314	0	0	1.112980945763497	0.9739982399431165	IFITM3;ZBP1;IL15RA;DNAJB1;CEBPB;MARCKSL1;IFITM2;CCND2;ISG15;CACYBP;SAMHD1
CEBPB 26923725 Chip-Seq HEMOGENIC-ENDOTHELIUM Mouse	11/2000	0.41680961941048295	0.9999907585392314	0	0	1.112980945763497	0.9739982399431165	FAM49B;CD52;CEBPB;MARCKSL1;SOCS1;SEMA4D;IGTP;PTGS2;SNX20;IIGP1;NFE2L2
CTCF 27219007 Chip-Seq ERYTHROID Human	11/2000	0.41680961941048295	0.9999907585392314	0	0	1.112980945763497	0.9739982399431165	IL15RA;HSPA8;CD52;SEMA4A;JUN;CDKN1A;MARCKSL1;RAP1A;ISG15;UQCRH;LIMD2
NANOG 18358816 ChIP-ChIP MESCs Mouse	7/1232	0.4201937649345063	0.9999907585392314	0	0	1.1474654377880185	0.9948976632413021	RTP4;GBP5;IFITM2;CACYBP;UPP1;SOD2;NFE2L2
FOXP2 23625967 ChIP-Seq PFSK-1 AND SK-N-MC Human	5/863	0.43391935674760884	0.9999907585392314	0	0	1.1680775364985891	0.9752239358336827	HSPA8;CEBPB;NUPR1;PARP14;CCDC50
SOX2 19030024 ChIP-ChIP MESCs Mouse	5/863	0.43391935674760884	0.9999907585392314	0	0	1.1680775364985891	0.9752239358336827	RTP4;IFITM2;SIN3B;CACYBP;ATOX1
ELF5 23300383 ChIP-Seq T47D Human	6/1087	0.46215784323750864	0.9999907585392314	0	0	1.1112051488968056	0.857682354308081	PLAC8;VASP;HSPA8;JUN;COX5B;NFE2L2
TP63 23658742 ChIP-Seq EP156T Human	19/3652	0.4643568030418272	0.9999907585392314	0	0	1.050293435007629	0.805682247295997	UBE2F;VASP;FAM49B;GBP5;CD52;RBM39;CD40;CDKN1A;PTGS2;ASS1;SYNGR2;SOCS1;SIN3B;TRA2A;HCLS1;NUPR1;UPP1;HSPA1B;NFE2L2
VDR 24763502 ChIP-Seq THP-1 Human	7/1288	0.4664579219551884	0.9999907585392314	0	0	1.0940125741817968	0.834280272577609	HSPA8;CDKN1A;CEBPB;SYNGR2;SEMA4D;TSPO;TLR2
STAT6 20620947 ChIP-Seq CD4 POS T Human	3/508	0.46850287520713524	0.9999907585392314	0	0	1.187812595692559	0.9006149994560174	ZBP1;RAP1A;SOCS1
EBNA2 21746931 ChIP-Seq IB4-LCL Human	8/1492	0.47223929957893285	0.9999907585392314	0	0	1.0791046525254893	0.8096192338982814	IFITM3;JUN;SYNGR2;CLEC4E;CFP;MAGOHB;ATP5L;TLR2
SRY 25088423 ChIP-ChIP EMBRYONIC GONADS Mouse	16/3083	0.47786824758018603	0.9999907585392314	0	0	1.0454143183194373	0.7719550679574776	ZBP1;IL15RA;SEMA4A;LST1;IFIT1;COX5B;SNX20;PSMB10;PLAC8;DNAJA1;CCND2;SYNGR2;SOCS1;PSME1;TSPO;HNRNPA1
KLF4 19030024 ChIP-ChIP MESCs Mouse	8/1502	0.4798896810433029	0.9999907585392314	0	0	1.071299691519702	0.7865471971975949	VASP;HSPA8;RBM39;JUN;IFITM2;CCND2;ATOX1;LIMD2
VDR 22108803 ChIP-Seq LS180 Human	1/130	0.47990567719398236	0.9999907585392314	0	0	1.5481168271865946	1.1365742744783855	SEMA4A
NANOG 18347094 ChIP-ChIP MESCs Mouse	10/1908	0.48701326683365237	0.9999907585392314	0	0	1.0538578620770402	0.7582127025788281	RTP4;CDKN1A;IFITM2;CCND2;UPP1;CFP;HSPA1B;ATP5L;NFE2L2;OASL2
TTF2 22483619 ChIP-Seq HELA Human	8/1512	0.4875160375253244	0.9999907585392314	0	0	1.0635985198889917	0.7641233092638543	DNAJA1;HSPA8;RBM39;PRDX5;JUN;RPL24;ISG15;HSPA1B
ELF1 17652178 ChIP-ChIP JURKAT Human	1/133	0.487719053875974	0.9999907585392314	0	0	1.512702785430058	1.0861444222602046	RBM3
PHC1 16625203 ChIP-ChIP MESCs Mouse	5/922	0.49160385235686277	0.9999907585392314	0	0	1.0895368191471044	0.7736605543859053	IL15RA;JUN;CCND2;HSPA1B;HSPA1A
Nerf2 26677805 Chip-Seq MACROPHAGESS Mouse	7/1331	0.5014673237301958	0.9999907585392314	0	0	1.0560374232530942	0.7288948034537084	FAM49B;JUN;CDKN1A;TNFAIP2;MAGOHB;SAMHD1;ASS1
SREBP1 19666523 ChIP-Seq LIVER Mouse	4/738	0.5068187062338455	0.9999907585392314	0	0	1.0879881925522252	0.7393988653913964	UBE2F;JUN;FAU;RPS27A
CHD7 19251738 ChIP-ChIP MESCs Mouse	1/141	0.5079911545445953	0.9999907585392314	0	0	1.4256854256854257	0.9656042553284439	RBM39
PRDM14 21183938 ChIP-Seq MESCs Mouse	10/1944	0.5115252726365943	0.9999907585392314	0	0	1.0321728139721935	0.691925598370162	HSPA8;DNAJB1;JUN;SEMA4D;TNFAIP2;ISG15;UPP1;SOD2;ASS1;NFE2L2
NANOG 18555785 ChIP-Seq MESCs Mouse	3/542	0.5116288350120384	0.9999907585392314	0	0	1.1109347206548974	0.7444994002927419	UPP1;UQCRH;OASL2
SOX17 20123909 ChIP-Seq XEN Mouse	10/1947	0.5135549473478351	0.9999907585392314	0	0	1.0304021109390238	0.6866581633120352	MARCKSL1;IFITM2;CCND2;UPP1;SAMHD1;MS4A4C;UQCRH;CCDC50;ATOX1;CCR2
CNOT3 19339689 ChIP-ChIP MESCs Mouse	8/1547	0.5139837458453458	0.9999907585392314	0	0	1.0374325507811397	0.6904773815321505	DNAJA1;RBM39;PRDX5;TRA2A;TNFAIP2;CACYBP;SOD2;ATOX1
SETDB1 19884257 ChIP-Seq MESCs Mouse	12/2353	0.5170752897843356	0.9999907585392314	0	0	1.022814647974836	0.6746145709251821	IFITM3;HSPA8;CD52;PRDX5;SLFN1;TRA2A;PSME1;UPP1;CFP;RPS27A;SNX20;TLR2
PPARG 20887899 ChIP-Seq 3T3-L1 Mouse	18/3565	0.5227895923502242	0.9999907585392314	0	0	1.012033528849526	0.6563808654203596	UBE2F;GBP5;JUN;CDKN1A;CEBPB;IFITM2;IRGM1;NDUFC2;UQCRH;PSMB10;PLAC8;VAMP8;CCND2;RAP1A;SOCS1;TRA2A;HCLS1;NFE2L2
RXR 22108803 ChIP-Seq LS180 Human	3/555	0.5276403031087173	0.9999907585392314	0	0	1.0840430300313761	0.6930725819903055	SEMA4D;IRF7;UPP1
JUN 21703547 ChIP-Seq K562 Human	8/1585	0.5422359625643534	0.9999907585392314	0	0	1.0103388381902898	0.6183819444427743	UBE2F;FAM49B;CD52;CDKN1A;IFIT1;PTGS2;RPS27A;NFE2L2
STAT3 24763339 ChIP-Seq IMN-ESCs Mouse	9/1788	0.5425813330780375	0.9999907585392314	0	0	1.0074124863332283	0.6159494043276379	LY6C2;ZBP1;GPR141;FAM49B;SEMA4A;PRDX5;JUN;IFIT1;NFE2L2
SOX2 18692474 ChIP-Seq MEFs Mouse	10/1991	0.5430449996812808	0.9999907585392314	0	0	1.005047955577991	0.6136451854972985	IFITM3;UBE2F;RTP4;CACYBP;UPP1;CFP;SOD2;CFB;HSPA1B;NFE2L2
ZIC3 20872845 ChIP-ChIP MESCs Mouse	2/365	0.5473957598114879	0.9999907585392314	0	0	1.0983864620228256	0.6618692603790827	SOCS1;UPP1
CEBPB 24764292 ChIP-Seq MC3T3 Mouse	10/2000	0.5490055849309337	0.9999907585392314	0	0	1.0	0.5996466646082598	VAMP8;DNAJB1;JUN;CDKN1A;NDUFA11;PSME1;CFP;COX5B;SOD2;TLR2
RUNX2 24764292 ChIP-Seq MC3T3 Mouse	10/2000	0.5490055849309337	0.9999907585392314	0	0	1.0	0.5996466646082598	IFITM3;HSPA8;RBM39;CDKN1A;SOCS1;LST1;CACYBP;NUPR1;MAGOHB;SAMHD1
CTCF 18555785 Chip-Seq ESCs Mouse	10/2000	0.5490055849309337	0.9999907585392314	0	0	1.0	0.5996466646082598	ZBP1;UBE2F;IL15RA;RBM39;CACYBP;COX5B;PTGS2;SAMHD1;ASS1;NFE2L2
TAF2 19829295 ChIP-Seq ESCs Human	10/2000	0.5490055849309337	0.9999907585392314	0	0	1.0	0.5996466646082598	PLAC8;CD52;CEBPB;SEMA4D;TRA2A;PSME2;CFP;MAGOHB;SAMHD1;CCR2
ESET 19884257 ChIP-Seq ESCs Mouse	10/2000	0.5490055849309337	0.9999907585392314	0	0	1.0	0.5996466646082598	UBE2F;VAMP8;PRDX5;CDKN1A;SLFN1;TRA2A;UPP1;IIGP1;ASS1;OASL2
PU.1 20513432 ChIP-Seq MACROPHAGES Mouse	10/2000	0.5490055849309337	0.9999907585392314	0	0	1.0	0.5996466646082598	FAM49B;LY6I;NDUFA11;SLFN1;IGTP;IRGM1;TSPO;IFI47;CACYBP;RPS27A
E2F1 20622854 ChIP-Seq HELA Human	10/2000	0.5490055849309337	0.9999907585392314	0	0	1.0	0.5996466646082598	PLAC8;VASP;RBM3;CD40;IFITM2;SOCS1;MAGOHB;SAMHD1;CFB;ATP5L
P68 20966046 ChIP-Seq HELA Human	10/2000	0.5490055849309337	0.9999907585392314	0	0	1.0	0.5996466646082598	RBM3;CD40;IFITM2;IRF7;ISG15;NUPR1;MAGOHB;SAMHD1;ATOX1;ATP5L
FOXA1 21915096 ChIP-Seq LNCaP-1F5 Human	10/2000	0.5490055849309337	0.9999907585392314	0	0	1.0	0.5996466646082598	CEBPB;SEMA4D;CCRL2;COX17;NUPR1;MAGOHB;PTGS2;HSPA1B;ATP5L;CCR2
CTCF 21964334 ChIP-Seq BJAB-B Human	10/2000	0.5490055849309337	0.9999907585392314	0	0	1.0	0.5996466646082598	ZBP1;BATF2;JUN;MARCKSL1;IFITM2;TRA2A;ISG15;CACYBP;SOD2;LIMD2
SOX3 22085726 ChIP-Seq NPCs Mouse	10/2000	0.5490055849309337	0.9999907585392314	0	0	1.0	0.5996466646082598	UBE2F;RBM3;GBP5;CEBPB;MARCKSL1;RAP1A;SYNGR2;PSME1;CACYBP;TLR2
LXR 22158963 ChIP-Seq LIVER Mouse	10/2000	0.5490055849309337	0.9999907585392314	0	0	1.0	0.5996466646082598	LY6C2;FAM49B;IL15RA;JUN;IFI47;IIGP1;ASS1;ATOX1;NFE2L2;TLR2
CBX2 22325352 ChIP-Seq 293T-Rex Human	10/2000	0.5490055849309337	0.9999907585392314	0	0	1.0	0.5996466646082598	GBP5;CD52;JUN;MARCKSL1;RAP1A;ISG15;CACYBP;PTGS2;UQCRH;TLR2
ELF3 26769127 Chip-Seq PDAC-Cell line Human	10/2000	0.5490055849309337	0.9999907585392314	0	0	1.0	0.5996466646082598	VASP;IL15RA;GBP5;DNAJB1;JUN;RAP1A;ISG15;PTGS2;NFE2L2;LIMD2
KDM2B 26808549 Chip-Seq HPB-ALL Human	10/2000	0.5490055849309337	0.9999907585392314	0	0	1.0	0.5996466646082598	ZBP1;IL15RA;JUN;CDKN1A;MARCKSL1;SOCS1;SEMA4D;ISG15;CACYBP;LIMD2
KDM2B 26808549 Chip-Seq JURKAT Human	10/2000	0.5490055849309337	0.9999907585392314	0	0	1.0	0.5996466646082598	IFITM3;ZBP1;JUN;CEBPB;MARCKSL1;CCND2;SOCS1;ISG15;NFE2L2;LIMD2
KDM2B 26808549 Chip-Seq SIL-ALL Human	10/2000	0.5490055849309337	0.9999907585392314	0	0	1.0	0.5996466646082598	IFITM3;ZBP1;GSDMD;JUN;MARCKSL1;CCND2;RAP1A;TNFAIP2;ISG15;NFE2L2
GATA3 27048872 Chip-Seq THYMUS Human	10/2000	0.5490055849309337	0.9999907585392314	0	0	1.0	0.5996466646082598	PLAC8;FAM49B;CD52;IL1RN;CDKN1A;CEBPB;CCND2;SEMA4D;TRA2A;CACYBP
ATF3 27146783 Chip-Seq COLON Human	10/2000	0.5490055849309337	0.9999907585392314	0	0	1.0	0.5996466646082598	VASP;IL15RA;DNAJB1;CDKN1A;CEBPB;TSPO;UPP1;MAGOHB;PSMB10;NFE2L2
BCOR 27268052 Chip-Seq Bcells Human	10/2000	0.5490055849309337	0.9999907585392314	0	0	1.0	0.5996466646082598	IFITM3;RBM3;SYNGR2;NDUFA11;SARNP;IRF7;UQCRH;ATOX1;NFE2L2;TLR2
RING1B 27294783 Chip-Seq NPCs Mouse	10/2000	0.5490055849309337	0.9999907585392314	0	0	1.0	0.5996466646082598	JUN;CCND2;SOCS1;SIN3B;ZFP800;UPP1;SNX20;ATP5L;NFE2L2;LIMD2
ZFP281 27345836 Chip-Seq ESCs Mouse	10/2000	0.5490055849309337	0.9999907585392314	0	0	1.0	0.5996466646082598	PLAC8;UBE2F;IL15RA;SEMA4A;CCND2;SOCS1;LST1;COX17;ISG15;UPP1
CTNNB1 20460455 ChIP-Seq HCT116 Human	5/988	0.5535588711886358	0.9999907585392314	0	0	1.012850029447984	0.5989865133717859	DNAJB1;SEMA4D;UPP1;CCDC50;NFE2L2
ZFP281 18358816 ChIP-ChIP MESCs Mouse	3/578	0.5552580233976323	0.9999907585392314	0	0	1.039444195428059	0.6115282686377415	DNAJA1;CCND2;UPP1
FOXP3 21729870 ChIP-Seq TREG Human	7/1404	0.5591705043042086	0.9999907585392314	0	0	0.9969212059636241	0.5795111301445123	UBE2F;VASP;CCRL2;RPL24;NDUFC2;MAGOHB;UQCRH
AUTS2 25519132 ChIP-Seq 293T-REX Human	5/1000	0.5644459548061124	0.9999907585392314	0	0	1.0	0.5719106399118082	GBP5;NDUFC2;CLEC4E;ATP5L;TLR2
VDR 21846776 ChIP-Seq THP-1 Human	4/794	0.5649875542514893	0.9999907585392314	0	0	1.0079113924050633	0.5754685979134274	HSPA8;CDKN1A;TSPO;TLR2
GABP 17652178 ChIP-ChIP JURKAT Human	5/1001	0.5653473945371953	0.9999907585392314	0	0	0.9989431409849926	0.5697121367737498	RBM3;CCND2;CACYBP;COX5B;UQCRH
LMO2 26923725 Chip-Seq HEMANGIOBLAST Mouse	9/1822	0.5660425447461415	0.9999907585392314	0	0	0.9866652927877417	0.561497440536455	ZBP1;JUN;SOCS1;SEMA4D;PTGS2;IIGP1;NFE2L2;LIMD2;OASL2
RUNX1 17652178 ChIP-ChIP JURKAT Human	5/1003	0.5671475444286049	0.9999907585392314	0	0	0.9968357768167915	0.5653412454411385	ZBP1;VASP;RBM3;SAMHD1;NFE2L2
SALL4 18804426 ChIP-ChIP XEN Mouse	5/1005	0.568944035316024	0.9999907585392314	0	0	0.9947368421052631	0.5610049258728761	VAMP8;GBP5;CEBPB;RAP1A;CCDC50
CEBPB 23403033 ChIP-Seq LIVER Mouse	2/382	0.5722049785054948	0.9999907585392314	0	0	1.0483351235230935	0.5852414670449608	RBM39;SAMHD1
KDM5A 27292631 Chip-Seq BREAST Human	5/1012	0.5752026093966377	0.9999907585392314	0	0	0.9874562274604087	0.5460958167252752	JUN;NDUFC2;FAU;CCDC50;ATP5L
TET1 21451524 ChIP-Seq MESCs Mouse	9/1839	0.5775941177055418	0.9999907585392314	0	0	0.9765807962529274	0.5360294521697563	HSPA8;CCND2;SIN3B;GMFG;UPP1;COX5B;ASS1;ATOX1;HSPA1B
GF1 26923725 Chip-Seq HPCs Mouse	7/1432	0.5805552650121264	0.9999907585392314	0	0	0.9758536125259385	0.5306401920666675	ZBP1;JUN;CCND2;SOCS1;SEMA4D;SNX20;NFE2L2
ESRRB 18555785 ChIP-Seq MESCs Mouse	7/1434	0.5820646250264281	0.9999907585392314	0	0	0.9743804206132122	0.5273091527747371	UBE2F;LST1;UPP1;COX5B;SOD2;UQCRH;NFE2L2
TRIM28 19339689 ChIP-ChIP MESCs Mouse	15/3072	0.5825548234646003	0.9999907585392314	0	0	0.9722911735842521	0.5253600153825063	IFITM3;RBM39;JUN;CEBPB;IFITM2;CACYBP;UQCRH;ASS1;DNAJA1;DNAJB1;SYNGR2;TRA2A;CCDC50;HSPA1B;HSPA1A
SIN3B 21632747 ChIP-Seq MESCs Mouse	21/4302	0.5887761584982876	0.9999907585392314	0	0	0.9698402419877055	0.5137333026565968	GSDMD;FAM49B;CD40;CDKN1A;IFITM2;GMFG;COX17;CFP;PARP14;COX5B;SOD2;PSMB10;ATP5L;RBM3;CCND2;SOCS1;SIN3B;TRA2A;RPL24;UPP1;FAU
PRDM5 23873026 ChIP-Seq MEFs Mouse	5/1029	0.5902084287184012	0.9999907585392314	0	0	0.9701891447368421	0.5115608815383261	RBM3;DNAJA1;FAM49B;TRA2A;ASS1
SMAD1 18555785 ChIP-Seq MESCs Mouse	3/610	0.5920735580286431	0.9999907585392314	0	0	0.9830160158970092	0.5152226779399384	IFITM2;UPP1;PSMB10
TP63 19390658 ChIP-ChIP HaCaT Human	1/179	0.5939462924164232	0.9999907585392314	0	0	1.1191692202928158	0.5830495378794144	CEBPB
THRA 23701648 ChIP-Seq CEREBELLUM Mouse	1/179	0.5939462924164232	0.9999907585392314	0	0	1.1191692202928158	0.5830495378794144	ZBP1
SMAD4 19686287 ChIP-ChIP HaCaT Human	2/405	0.6041997064822977	0.9999907585392314	0	0	0.9873398490910011	0.49747167251256275	CDKN1A;UPP1
YY1 23942234 ChIP-Seq MYOBLASTS AND MYOTUBES Mouse	7/1466	0.6058644413496725	0.9999907585392314	0	0	0.9513586415795175	0.47672487542788144	RBM39;SIN3B;SARNP;TRA2A;CACYBP;UQCRH;ATP5L
MEF2A 21415370 ChIP-Seq HL-1 Mouse	5/1048	0.6066426822593188	0.9999907585392314	0	0	0.9515567442095171	0.4756026415534562	LY6C2;UBE2F;MARCKSL1;SOCS1;TRA2A
AR 21572438 ChIP-Seq LNCaP Human	1/188	0.6120195102918862	0.9999907585392314	0	0	1.0648193161562145	0.5228168258857318	JUN
TBP 23326641 ChIP-Seq C3H10T1-2 Mouse	5/1057	0.6142988135889457	0.9999907585392314	0	0	0.9429657794676806	0.4594825206453899	RBM3;RBM39;CDKN1A;CEBPB;TSPO
SUZ12 16625203 ChIP-ChIP MESCs Mouse	6/1270	0.6159633481215402	0.9999907585392314	0	0	0.9410853757069755	0.4560196861371828	IL15RA;JUN;CCND2;TNFAIP2;HSPA1B;HSPA1A
SOX9 26525672 Chip-Seq HEART Mouse	8/1702	0.6249101663781129	0.9999907585392314	0	0	0.9345516143935116	0.43937698678715464	LY6C2;UBE2F;SEMA4D;SARNP;HNRNPA1;SOD2;UQCRH;HSPA1A
BCL3 23251550 ChIP-Seq MUSCLE Mouse	4/858	0.6267278230866863	0.9999907585392314	0	0	0.9292544886807181	0.434187586806388	RBM39;SEMA4A;PRDX5;FAU
HOXD13 18407260 ChIP-ChIP DEVELOPING-LIMBS Mouse	1/196	0.6274146268959372	0.9999907585392314	0	0	1.0207200207200207	0.4758062593684267	UPP1
SUZ12 27294783 Chip-Seq NPCs Mouse	4/880	0.6466527804003157	0.9999907585392314	0	0	0.9048706240487062	0.39447453853400977	UBE2F;CACYBP;COX5B;PTGS2
LMO2 20887958 ChIP-Seq HPC-7 Mouse	8/1741	0.6507007943242185	0.9999907585392314	0	0	0.9115632604932387	0.3917036115011097	VAMP8;GMFG;LST1;CCRL2;TRA2A;NUPR1;UPP1;CLEC4E
EZH2 27304074 Chip-Seq ESCs Mouse	4/885	0.6510845154440735	0.9999907585392314	0	0	0.899498675747257	0.38598911288384097	LY6C2;JUN;CCND2;TNFAIP2
E2F4 21247883 ChIP-Seq LYMPHOBLASTOID Human	14/2998	0.6520207679720186	0.9999907585392314	0	0	0.9228443169773677	0.394681009913495	HSPA8;JUN;MARCKSL1;NDUFC2;CACYBP;MAGOHB;PTGS2;UQCRH;PRDX5;CCND2;SOCS1;IRF7;PSME2;HNRNPA1
RUNX1 21571218 ChIP-Seq MEGAKARYOCYTES Human	24/5071	0.6596962876803202	0.9999907585392314	0	0	0.929348336166352	0.3865863433175894	IFITM3;ZBP1;UBE2F;VASP;FAM49B;HSPA8;MARCKSL1;SEMA4D;GMFG;NDUFC2;SOD2;SNX20;UQCRH;ASS1;ATOX1;LIMD2;PLAC8;DNAJB1;PRDX5;CCND2;SOCS1;FAU;CCDC50;NFE2L2
TP53 16413492 ChIP-PET HCT116 Human	2/449	0.6603587119231111	0.9999907585392314	0	0	0.8881431767337807	0.3685546291068321	CDKN1A;PTGS2
ETS2 20176728 ChIP-ChIP TROPHOBLAST STEM CELLS Mouse	1/215	0.6615963365459056	0.9999907585392314	0	0	0.9291985273293685	0.3838516073758758	ATP5L
P53 22127205 ChIP-Seq FIBROBLAST Human	3/679	0.6646191695754579	0.9999907585392314	0	0	0.8795217470871713	0.3593207641734936	DNAJA1;GBP5;CCND2
POU5F1 16518401 ChIP-PET MESCs Mouse	7/1550	0.6649011414316868	0.9999907585392314	0	0	0.8954696548408003	0.36545630752805736	PRDX5;GMFG;LST1;PSME1;PSME2;UPP1;ASS1
TP53 20018659 ChIP-ChIP R1E Mouse	5/1122	0.6670011047943623	0.9999907585392314	0	0	0.8850303915563303	0.35840507285685635	IL15RA;CDKN1A;MARCKSL1;CCND2;ASS1
DROSHA 22980978 ChIP-Seq HELA Human	2/456	0.6686881063909298	0.9999907585392314	0	0	0.8741346758967904	0.35178460531525696	SIN3B;ASS1
HNF4A 19761587 ChIP-ChIP CACO-2 Human	5/1126	0.6700902559723638	0.9999907585392314	0	0	0.8816845861308042	0.3529761334700438	VAMP8;CDKN1A;NDUFC2;ATP5L;TLR2
CIITA 25753668 ChIP-Seq RAJI Human	2/459	0.6722077373644509	0.9999907585392314	0	0	0.8682624034296432	0.3448632800741074	FAM49B;RBM39
SUZ12 18692474 ChIP-Seq MEFs Mouse	5/1135	0.6769737598893873	0.9999907585392314	0	0	0.8742431299487657	0.34106214820122516	IL15RA;JUN;CCND2;TNFAIP2;PTGS2
STAT3 18555785 ChIP-Seq MESCs Mouse	9/1997	0.6779171641416829	0.9999907585392314	0	0	0.8911048709841466	0.34639935269775696	FAM49B;HSPA8;CDKN1A;SIN3B;UPP1;IFIT1;COX5B;ASS1;HSPA1B
NANOG 18692474 ChIP-Seq MESCs Mouse	14/3052	0.6792210316053581	0.9999907585392314	0	0	0.9035473154002787	0.3494999436676561	ZBP1;RTP4;GBP5;IFITM2;ISG15;CACYBP;IFIT1;CFP;SOD2;UQCRH;UPP1;CLEC4E;NFE2L2;OASL2
CUX1 19635798 ChIP-ChIP MULTIPLE HUMAN CANCER TYPES Human	14/3052	0.6792210316053581	0.9999907585392314	0	0	0.9035473154002787	0.3494999436676561	HSPA8;UQCRH;ATOX1;PLAC8;RBM3;GPR141;DNAJB1;PRDX5;RAP1A;CCRL2;PSME2;RPS27A;HSPA1B;NFE2L2
JUND 26020271 ChIP-Seq SMOOTH MUSCLE Human	9/2000	0.6796831774748926	0.9999907585392314	0	0	0.8896131492816576	0.34350499523807987	IL1RN;SIN3B;RPL24;HCLS1;CACYBP;UPP1;MAGOHB;SOD2;TLR2
POU3F1 26484290 ChIP-Seq ESCss Mouse	9/2000	0.6796831774748926	0.9999907585392314	0	0	0.8896131492816576	0.34350499523807987	PLAC8;UBE2F;DNAJA1;IRGM1;COX5B;PTGS2;SAMHD1;ATP5L;NFE2L2
FOXA1 25552417 ChIP-Seq VCAP Human	9/2000	0.6796831774748926	0.9999907585392314	0	0	0.8896131492816576	0.34350499523807987	PLAC8;CEBPB;CCRL2;COX17;NUPR1;MAGOHB;HNRNPA1;HSPA1B;NFE2L2
MEIS1 26253404 ChIP-Seq OPTIC CUPS Mouse	9/2000	0.6796831774748926	0.9999907585392314	0	0	0.8896131492816576	0.34350499523807987	RTP4;HSPA8;PRDX5;RAP1A;SEMA4D;ZFP800;UPP1;IFIT1;SAMHD1
SMAD1 18555785 Chip-Seq ESCs Mouse	9/2000	0.6796831774748926	0.9999907585392314	0	0	0.8896131492816576	0.34350499523807987	ZBP1;UBE2F;IL15RA;RAP1A;CACYBP;COX5B;PTGS2;ASS1;NFE2L2
ZFX 18555785 Chip-Seq ESCs Mouse	9/2000	0.6796831774748926	0.9999907585392314	0	0	0.8896131492816576	0.34350499523807987	ZBP1;UBE2F;IL15RA;CACYBP;COX5B;PTGS2;SAMHD1;ASS1;NFE2L2
KLF4 18555785 Chip-Seq ESCs Mouse	9/2000	0.6796831774748926	0.9999907585392314	0	0	0.8896131492816576	0.34350499523807987	ZBP1;UBE2F;IL15RA;CACYBP;COX5B;PTGS2;SAMHD1;ASS1;NFE2L2
ESRRB 18555785 Chip-Seq ESCs Mouse	9/2000	0.6796831774748926	0.9999907585392314	0	0	0.8896131492816576	0.34350499523807987	ZBP1;UBE2F;IL15RA;CACYBP;COX5B;PTGS2;SAMHD1;ASS1;NFE2L2
