Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
positive regulation of hydrolase activity (GO:0051345)	3/149	0.03881161882744203	0.12011189785991692	0	0	4.184578449371558	13.595844448680905	CD40;RAP1A;SEMA4D
regulation of alpha-beta T cell proliferation (GO:0046640)	1/8	0.03931350415205654	0.12011189785991692	0	0	28.705627705627705	92.89678500716381	CCR2
regulation of collateral sprouting (GO:0048670)	1/8	0.03931350415205654	0.12011189785991692	0	0	28.705627705627705	92.89678500716381	SEMA4D
regulation of establishment of protein localization to mitochondrion (GO:1903747)	1/8	0.03931350415205654	0.12011189785991692	0	0	28.705627705627705	92.89678500716381	DNAJA1
negative regulation of regulated secretory pathway (GO:1903306)	1/8	0.03931350415205654	0.12011189785991692	0	0	28.705627705627705	92.89678500716381	RAP1A
negative regulation of response to reactive oxygen species (GO:1901032)	1/8	0.03931350415205654	0.12011189785991692	0	0	28.705627705627705	92.89678500716381	NFE2L2
negative regulation of striated muscle cell apoptotic process (GO:0010664)	1/8	0.03931350415205654	0.12011189785991692	0	0	28.705627705627705	92.89678500716381	NUPR1
cellular response to UV-B (GO:0071493)	1/8	0.03931350415205654	0.12011189785991692	0	0	28.705627705627705	92.89678500716381	CDKN1A
regulation of MyD88-independent toll-like receptor signaling pathway (GO:0034127)	1/8	0.03931350415205654	0.12011189785991692	0	0	28.705627705627705	92.89678500716381	IRF7
positive regulation of CD4-positive, alpha-beta T cell differentiation (GO:0043372)	1/8	0.03931350415205654	0.12011189785991692	0	0	28.705627705627705	92.89678500716381	SOCS1
positive regulation of glial cell migration (GO:1903977)	1/8	0.03931350415205654	0.12011189785991692	0	0	28.705627705627705	92.89678500716381	CCR2
somatic hypermutation of immunoglobulin genes (GO:0016446)	1/8	0.03931350415205654	0.12011189785991692	0	0	28.705627705627705	92.89678500716381	SAMHD1
leukocyte aggregation (GO:0070486)	1/8	0.03931350415205654	0.12011189785991692	0	0	28.705627705627705	92.89678500716381	SEMA4D
stress-induced premature senescence (GO:0090400)	1/8	0.03931350415205654	0.12011189785991692	0	0	28.705627705627705	92.89678500716381	CDKN1A
negative regulation of actin nucleation (GO:0051126)	1/8	0.03931350415205654	0.12011189785991692	0	0	28.705627705627705	92.89678500716381	GMFG
negative regulation of alpha-beta T cell differentiation (GO:0046639)	1/8	0.03931350415205654	0.12011189785991692	0	0	28.705627705627705	92.89678500716381	SOCS1
regulation of transcription initiation from RNA polymerase II promoter (GO:0060260)	2/64	0.040831265524650134	0.12438742048233997	0	0	6.529953917050691	20.88479849248963	CDKN1A;CEBPB
negative regulation of cell population proliferation (GO:0008285)	5/379	0.04163277277964974	0.1264625554665083	0	0	2.7478187447227693	8.734952018579662	CDKN1A;NUPR1;SOD2;HSPA1B;HSPA1A
positive regulation of cell cycle (GO:0045787)	2/66	0.04316735256679497	0.1298848933258574	0	0	6.325255102040816	19.87819449312978	CCND2;NUPR1
negative regulation of leukocyte degranulation (GO:0043301)	1/9	0.0441188457824273	0.1298848933258574	0	0	25.116161616161616	78.3842312444799	CCR2
CD40 signaling pathway (GO:0023035)	1/9	0.0441188457824273	0.1298848933258574	0	0	25.116161616161616	78.3842312444799	CD40
regulation of ER-associated ubiquitin-dependent protein catabolic process (GO:1903069)	1/9	0.0441188457824273	0.1298848933258574	0	0	25.116161616161616	78.3842312444799	NFE2L2
negative regulation of systemic arterial blood pressure (GO:0003085)	1/9	0.0441188457824273	0.1298848933258574	0	0	25.116161616161616	78.3842312444799	SOD2
regulation of helicase activity (GO:0051095)	1/9	0.0441188457824273	0.1298848933258574	0	0	25.116161616161616	78.3842312444799	IFIT1
regulation of T-helper 1 type immune response (GO:0002825)	1/9	0.0441188457824273	0.1298848933258574	0	0	25.116161616161616	78.3842312444799	CCR2
positive regulation of mast cell degranulation (GO:0043306)	1/9	0.0441188457824273	0.1298848933258574	0	0	25.116161616161616	78.3842312444799	VAMP8
positive regulation of NLRP3 inflammasome complex assembly (GO:1900227)	1/9	0.0441188457824273	0.1298848933258574	0	0	25.116161616161616	78.3842312444799	GBP5
positive regulation of protein kinase C signaling (GO:0090037)	1/9	0.0441188457824273	0.1298848933258574	0	0	25.116161616161616	78.3842312444799	CD40
positive regulation of smooth muscle cell apoptotic process (GO:0034393)	1/9	0.0441188457824273	0.1298848933258574	0	0	25.116161616161616	78.3842312444799	SOD2
T cell receptor signaling pathway (GO:0050852)	3/158	0.04488559150530949	0.13177306332983316	0	0	3.9398071167276356	12.227736804285344	PSME1;PSME2;PSMB10
protein deubiquitination (GO:0016579)	4/267	0.045067170272460044	0.13193759319319084	0	0	3.111058301647655	9.64304013658143	PSME1;PSME2;RPS27A;PSMB10
negative regulation of transforming growth factor beta receptor signaling pathway (GO:0030512)	2/68	0.04555225456523159	0.13298727652238446	0	0	6.132962275819419	18.944077490294053	RPS27A;HSPA1A
positive regulation of cell migration (GO:0030335)	4/269	0.046097801369187834	0.13314588365301505	0	0	3.0872641509433962	9.499480990075016	SEMA4A;SEMA4D;SOD2;CCR2
cell chemotaxis (GO:0060326)	2/69	0.04676264021877073	0.13314588365301505	0	0	6.041120925982333	18.501963939065423	CCRL2;CCR2
RNA 3'-end processing (GO:0031123)	2/69	0.04676264021877073	0.13314588365301505	0	0	6.041120925982333	18.501963939065423	SARNP;MAGOHB
negative regulation of transcription, DNA-templated (GO:0045892)	9/948	0.04766570003268466	0.13314588365301505	0	0	1.9970859811115402	6.078217490839994	HSPA8;DNAJB1;PRDX5;JUN;CEBPB;SIN3B;SEMA4D;IRF7;RPS27A
defense response to Gram-positive bacterium (GO:0050830)	2/70	0.04798478677458479	0.13314588365301505	0	0	5.951980792316927	18.075399411278084	GSDMD;TLR2
protein ubiquitination (GO:0016567)	6/525	0.04808529919334067	0.13314588365301505	0	0	2.3835936539171074	7.233679437858406	PSME1;PSME2;ISG15;RPS27A;PSMB10;NFE2L2
mRNA splicing, via spliceosome (GO:0000398)	4/274	0.048731876366053535	0.13314588365301505	0	0	3.029320987654321	9.152856827274508	HSPA8;TRA2A;MAGOHB;HNRNPA1
protein poly-ADP-ribosylation (GO:0070212)	1/10	0.04890039114183046	0.13314588365301505	0	0	22.32435465768799	67.37423003045056	PARP14
Rap protein signal transduction (GO:0032486)	1/10	0.04890039114183046	0.13314588365301505	0	0	22.32435465768799	67.37423003045056	RAP1A
arginine metabolic process (GO:0006525)	1/10	0.04890039114183046	0.13314588365301505	0	0	22.32435465768799	67.37423003045056	ASS1
negative regulation of establishment of protein localization (GO:1904950)	1/10	0.04890039114183046	0.13314588365301505	0	0	22.32435465768799	67.37423003045056	DNAJA1
negative regulation of glycolytic process (GO:0045820)	1/10	0.04890039114183046	0.13314588365301505	0	0	22.32435465768799	67.37423003045056	NUPR1
negative regulation of heterotypic cell-cell adhesion (GO:0034115)	1/10	0.04890039114183046	0.13314588365301505	0	0	22.32435465768799	67.37423003045056	IL1RN
regulation of cell-cell adhesion involved in gastrulation (GO:0070587)	1/10	0.04890039114183046	0.13314588365301505	0	0	22.32435465768799	67.37423003045056	IL1RN
regulation of epithelial cell apoptotic process (GO:1904035)	1/10	0.04890039114183046	0.13314588365301505	0	0	22.32435465768799	67.37423003045056	NUPR1
negative regulation of purine nucleotide metabolic process (GO:1900543)	1/10	0.04890039114183046	0.13314588365301505	0	0	22.32435465768799	67.37423003045056	NUPR1
regulation of granulocyte differentiation (GO:0030852)	1/10	0.04890039114183046	0.13314588365301505	0	0	22.32435465768799	67.37423003045056	HCLS1
regulation of hydrogen peroxide-induced cell death (GO:1903205)	1/10	0.04890039114183046	0.13314588365301505	0	0	22.32435465768799	67.37423003045056	NFE2L2
nerve growth factor signaling pathway (GO:0038180)	1/10	0.04890039114183046	0.13314588365301505	0	0	22.32435465768799	67.37423003045056	RAP1A
cytoplasmic pattern recognition receptor signaling pathway in response to virus (GO:0039528)	1/10	0.04890039114183046	0.13314588365301505	0	0	22.32435465768799	67.37423003045056	IRF7
removal of superoxide radicals (GO:0019430)	1/10	0.04890039114183046	0.13314588365301505	0	0	22.32435465768799	67.37423003045056	SOD2
I-kappaB phosphorylation (GO:0007252)	1/10	0.04890039114183046	0.13314588365301505	0	0	22.32435465768799	67.37423003045056	TLR2
SNARE complex assembly (GO:0035493)	1/10	0.04890039114183046	0.13314588365301505	0	0	22.32435465768799	67.37423003045056	VAMP8
urea cycle (GO:0000050)	1/10	0.04890039114183046	0.13314588365301505	0	0	22.32435465768799	67.37423003045056	ASS1
positive regulation of vasculogenesis (GO:2001214)	1/10	0.04890039114183046	0.13314588365301505	0	0	22.32435465768799	67.37423003045056	RAP1A
myeloid dendritic cell differentiation (GO:0043011)	1/10	0.04890039114183046	0.13314588365301505	0	0	22.32435465768799	67.37423003045056	BATF2
regulation of endopeptidase activity (GO:0052548)	2/71	0.04921854901375952	0.13332137890067336	0	0	5.865424430641822	17.663636014354466	PSME1;PSME2
myeloid leukocyte differentiation (GO:0002573)	2/71	0.04921854901375952	0.13332137890067336	0	0	5.865424430641822	17.663636014354466	BATF2;CDKN1A
protein modification by small protein removal (GO:0070646)	4/276	0.04980847710412838	0.13452094067698236	0	0	3.0067401960784315	9.018927949923814	PSME1;PSME2;RPS27A;PSMB10
negative regulation of canonical Wnt signaling pathway (GO:0090090)	3/165	0.049917380460535794	0.13452094067698236	0	0	3.7682321496754487	11.29484640717825	PSME1;PSME2;PSMB10
regulation of actin filament polymerization (GO:0030833)	2/73	0.05172034528607497	0.13621939093033306	0	0	5.699626329405001	16.881746303056282	VASP;HCLS1
proteolysis involved in cellular protein catabolic process (GO:0051603)	2/74	0.05298809449300122	0.13621939093033306	0	0	5.620181405895692	16.510339602462818	ISG15;RPS27A
regulation of cytokine-mediated signaling pathway (GO:0001959)	2/74	0.05298809449300122	0.13621939093033306	0	0	5.620181405895692	16.510339602462818	ZBP1;SOCS1
negative regulation of protein binding (GO:0032091)	2/74	0.05298809449300122	0.13621939093033306	0	0	5.620181405895692	16.510339602462818	CDKN1A;IFIT1
cellular response to amino acid starvation (GO:0034198)	2/74	0.05298809449300122	0.13621939093033306	0	0	5.620181405895692	16.510339602462818	CDKN1A;CEBPB
pyrimidine nucleoside catabolic process (GO:0046135)	1/11	0.05365825675086383	0.13621939093033306	0	0	20.09090909090909	58.768318421882675	UPP1
pyrimidine nucleoside salvage (GO:0043097)	1/11	0.05365825675086383	0.13621939093033306	0	0	20.09090909090909	58.768318421882675	UPP1
pyrimidine-containing compound salvage (GO:0008655)	1/11	0.05365825675086383	0.13621939093033306	0	0	20.09090909090909	58.768318421882675	UPP1
regulation of cardiac muscle cell apoptotic process (GO:0010665)	1/11	0.05365825675086383	0.13621939093033306	0	0	20.09090909090909	58.768318421882675	NUPR1
negative regulation of programmed necrotic cell death (GO:0062099)	1/11	0.05365825675086383	0.13621939093033306	0	0	20.09090909090909	58.768318421882675	NUPR1
negative regulation of receptor signaling pathway via STAT (GO:1904893)	1/11	0.05365825675086383	0.13621939093033306	0	0	20.09090909090909	58.768318421882675	SOCS1
cellular response to superoxide (GO:0071451)	1/11	0.05365825675086383	0.13621939093033306	0	0	20.09090909090909	58.768318421882675	SOD2
complement receptor mediated signaling pathway (GO:0002430)	1/11	0.05365825675086383	0.13621939093033306	0	0	20.09090909090909	58.768318421882675	FPR2
cyclooxygenase pathway (GO:0019371)	1/11	0.05365825675086383	0.13621939093033306	0	0	20.09090909090909	58.768318421882675	PTGS2
PERK-mediated unfolded protein response (GO:0036499)	1/11	0.05365825675086383	0.13621939093033306	0	0	20.09090909090909	58.768318421882675	NFE2L2
positive regulation of cellular extravasation (GO:0002693)	1/11	0.05365825675086383	0.13621939093033306	0	0	20.09090909090909	58.768318421882675	CCR2
positive regulation of cellular respiration (GO:1901857)	1/11	0.05365825675086383	0.13621939093033306	0	0	20.09090909090909	58.768318421882675	NUPR1
regulation of T cell mediated immunity (GO:0002709)	1/11	0.05365825675086383	0.13621939093033306	0	0	20.09090909090909	58.768318421882675	CCR2
glutamine family amino acid biosynthetic process (GO:0009084)	1/11	0.05365825675086383	0.13621939093033306	0	0	20.09090909090909	58.768318421882675	ASS1
response to corticosteroid (GO:0031960)	1/11	0.05365825675086383	0.13621939093033306	0	0	20.09090909090909	58.768318421882675	IL1RN
positive regulation of nitric-oxide synthase biosynthetic process (GO:0051770)	1/11	0.05365825675086383	0.13621939093033306	0	0	20.09090909090909	58.768318421882675	TLR2
T cell chemotaxis (GO:0010818)	1/11	0.05365825675086383	0.13621939093033306	0	0	20.09090909090909	58.768318421882675	CCR2
positive regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress (GO:1990440)	1/11	0.05365825675086383	0.13621939093033306	0	0	20.09090909090909	58.768318421882675	CEBPB
positive regulation of transforming growth factor beta production (GO:0071636)	1/11	0.05365825675086383	0.13621939093033306	0	0	20.09090909090909	58.768318421882675	PTGS2
response to amino acid starvation (GO:1990928)	2/75	0.05426688973122658	0.13710216612384407	0	0	5.542913055633212	16.15116734069409	CDKN1A;CEBPB
positive regulation of immune response (GO:0050778)	2/75	0.05426688973122658	0.13710216612384407	0	0	5.542913055633212	16.15116734069409	GBP5;FPR2
nuclear-transcribed mRNA catabolic process (GO:0000956)	3/171	0.05444035668471645	0.13721058723174337	0	0	3.6325478645066274	10.573073804758774	RPL24;MAGOHB;RPS27A
positive regulation of programmed cell death (GO:0043068)	4/286	0.05538772656038151	0.13926435553818414	0	0	2.898640661938534	8.386918925801124	ZBP1;DNAJA1;JUN;RPS27A
regulation of RNA splicing (GO:0043484)	2/76	0.05555659136411855	0.13935555494913746	0	0	5.467733039161611	15.803679213614178	RBM39;HSPA1A
positive regulation of phosphatidylinositol 3-kinase signaling (GO:0014068)	2/77	0.05685706083640968	0.1419400734894693	0	0	5.394557823129252	15.467356382357153	SEMA4D;HCLS1
positive regulation of tumor necrosis factor production (GO:0032760)	2/77	0.05685706083640968	0.1419400734894693	0	0	5.394557823129252	15.467356382357153	CCR2;TLR2
protein mono-ADP-ribosylation (GO:0140289)	1/12	0.05839255858007915	0.1423911347277568	0	0	18.26354453627181	51.878818604154176	PARP14
regulation of CD4-positive, alpha-beta T cell differentiation (GO:0043370)	1/12	0.05839255858007915	0.1423911347277568	0	0	18.26354453627181	51.878818604154176	SOCS1
negative regulation of JUN kinase activity (GO:0043508)	1/12	0.05839255858007915	0.1423911347277568	0	0	18.26354453627181	51.878818604154176	DNAJA1
regulation of leukocyte cell-cell adhesion (GO:1903037)	1/12	0.05839255858007915	0.1423911347277568	0	0	18.26354453627181	51.878818604154176	ASS1
nucleoside catabolic process (GO:0009164)	1/12	0.05839255858007915	0.1423911347277568	0	0	18.26354453627181	51.878818604154176	UPP1
nucleoside salvage (GO:0043174)	1/12	0.05839255858007915	0.1423911347277568	0	0	18.26354453627181	51.878818604154176	UPP1
positive regulation of neuroinflammatory response (GO:0150078)	1/12	0.05839255858007915	0.1423911347277568	0	0	18.26354453627181	51.878818604154176	NUPR1
positive regulation of T-helper 1 type immune response (GO:0002827)	1/12	0.05839255858007915	0.1423911347277568	0	0	18.26354453627181	51.878818604154176	CCR2
tricarboxylic acid metabolic process (GO:0072350)	1/12	0.05839255858007915	0.1423911347277568	0	0	18.26354453627181	51.878818604154176	ASS1
mitochondrial electron transport, ubiquinol to cytochrome c (GO:0006122)	1/12	0.05839255858007915	0.1423911347277568	0	0	18.26354453627181	51.878818604154176	UQCRH
positive regulation of ubiquitin-dependent protein catabolic process (GO:2000060)	2/79	0.05948975459677175	0.14439660988731434	0	0	5.253909355950173	14.8262756693766	HSPA1B;HSPA1A
mRNA 3'-end processing (GO:0031124)	2/79	0.05948975459677175	0.14439660988731434	0	0	5.253909355950173	14.8262756693766	SARNP;MAGOHB
regulation of mitotic cell cycle (GO:0007346)	3/178	0.05995716977365104	0.14519581896798903	0	0	3.4860088365243005	9.810063950450548	PSME1;PSME2;PSMB10
protein stabilization (GO:0050821)	3/179	0.06076605484778659	0.14594432479346406	0	0	3.4660262417994376	9.707382721802164	CDKN1A;HSPA1B;HSPA1A
regulation of immune response (GO:0050776)	3/179	0.06076605484778659	0.14594432479346406	0	0	3.4660262417994376	9.707382721802164	CD40;IRF7;SAMHD1
RNA processing (GO:0006396)	3/179	0.06076605484778659	0.14594432479346406	0	0	3.4660262417994376	9.707382721802164	RBM3;RBM39;MAGOHB
negative regulation of extrinsic apoptotic signaling pathway (GO:2001237)	2/80	0.0608217071927091	0.14594432479346406	0	0	5.1862899005756145	14.520618689888993	HSPA1B;HSPA1A
positive regulation of cellular biosynthetic process (GO:0031328)	3/180	0.06158007663935618	0.14672939404680618	0	0	3.4462694391053645	9.606189648728854	RBM3;PTGS2;ASS1
positive regulation of tumor necrosis factor superfamily cytokine production (GO:1903557)	2/81	0.06216388427865964	0.14672939404680618	0	0	5.120382330147248	14.224325268693594	CCR2;TLR2
negative regulation of autophagosome assembly (GO:1902902)	1/13	0.06310341209244187	0.14672939404680618	0	0	16.74074074074074	46.254339159717055	NUPR1
protein neddylation (GO:0045116)	1/13	0.06310341209244187	0.14672939404680618	0	0	16.74074074074074	46.254339159717055	UBE2F
antifungal innate immune response (GO:0061760)	1/13	0.06310341209244187	0.14672939404680618	0	0	16.74074074074074	46.254339159717055	CLEC4E
negative regulation of hydrogen peroxide-induced cell death (GO:1903206)	1/13	0.06310341209244187	0.14672939404680618	0	0	16.74074074074074	46.254339159717055	NFE2L2
cellular response to interleukin-15 (GO:0071350)	1/13	0.06310341209244187	0.14672939404680618	0	0	16.74074074074074	46.254339159717055	IL15RA
positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains (GO:0002824)	1/13	0.06310341209244187	0.14672939404680618	0	0	16.74074074074074	46.254339159717055	CCR2
positive regulation of CD4-positive, alpha-beta T cell activation (GO:2000516)	1/13	0.06310341209244187	0.14672939404680618	0	0	16.74074074074074	46.254339159717055	SOCS1
positive regulation of ERAD pathway (GO:1904294)	1/13	0.06310341209244187	0.14672939404680618	0	0	16.74074074074074	46.254339159717055	NFE2L2
response to UV-B (GO:0010224)	1/13	0.06310341209244187	0.14672939404680618	0	0	16.74074074074074	46.254339159717055	CDKN1A
interleukin-15-mediated signaling pathway (GO:0035723)	1/13	0.06310341209244187	0.14672939404680618	0	0	16.74074074074074	46.254339159717055	IL15RA
negative regulation by host of viral transcription (GO:0043922)	1/13	0.06310341209244187	0.14672939404680618	0	0	16.74074074074074	46.254339159717055	JUN
negative regulation of adenylate cyclase activity (GO:0007194)	1/13	0.06310341209244187	0.14672939404680618	0	0	16.74074074074074	46.254339159717055	CCR2
regulation of cyclin-dependent protein serine/threonine kinase activity (GO:0000079)	2/82	0.06351615266214716	0.14703849437867106	0	0	5.0561224489795915	13.93700450766989	CDKN1A;CCND2
positive regulation of cytoskeleton organization (GO:0051495)	2/82	0.06351615266214716	0.14703849437867106	0	0	5.0561224489795915	13.93700450766989	VASP;HCLS1
regulation of interleukin-1 beta production (GO:0032651)	2/83	0.06487838023453162	0.14874377809816727	0	0	4.99344923154447	13.658286245847663	GSDMD;GBP5
MAPK cascade (GO:0000165)	4/303	0.0656167419338682	0.14874377809816727	0	0	2.7314659977703455	7.440306887801387	PSME1;PSME2;RPS27A;PSMB10
antigen receptor-mediated signaling pathway (GO:0050851)	3/185	0.06572656448384144	0.14874377809816727	0	0	3.350742041463691	9.12156457624841	PSME1;PSME2;PSMB10
pyrimidine nucleoside biosynthetic process (GO:0046134)	1/14	0.0677909321684321	0.14874377809816727	0	0	15.452214452214452	41.58695944336839	UPP1
negative regulation of cyclase activity (GO:0031280)	1/14	0.0677909321684321	0.14874377809816727	0	0	15.452214452214452	41.58695944336839	CCR2
antiviral innate immune response (GO:0140374)	1/14	0.0677909321684321	0.14874377809816727	0	0	15.452214452214452	41.58695944336839	IFIT1
regulation of cell projection organization (GO:0031344)	1/14	0.0677909321684321	0.14874377809816727	0	0	15.452214452214452	41.58695944336839	SEMA4D
cellular copper ion homeostasis (GO:0006878)	1/14	0.0677909321684321	0.14874377809816727	0	0	15.452214452214452	41.58695944336839	ATOX1
negative regulation of secretion (GO:0051048)	1/14	0.0677909321684321	0.14874377809816727	0	0	15.452214452214452	41.58695944336839	VAMP8
negative regulation of viral transcription (GO:0032897)	1/14	0.0677909321684321	0.14874377809816727	0	0	15.452214452214452	41.58695944336839	IFITM3
ovarian follicle development (GO:0001541)	1/14	0.0677909321684321	0.14874377809816727	0	0	15.452214452214452	41.58695944336839	CEBPB
regulation of nitric-oxide synthase biosynthetic process (GO:0051769)	1/14	0.0677909321684321	0.14874377809816727	0	0	15.452214452214452	41.58695944336839	TLR2
regulation of protein kinase C signaling (GO:0090036)	1/14	0.0677909321684321	0.14874377809816727	0	0	15.452214452214452	41.58695944336839	CD40
positive regulation of alpha-beta T cell differentiation (GO:0046638)	1/14	0.0677909321684321	0.14874377809816727	0	0	15.452214452214452	41.58695944336839	SOCS1
regulation of response to endoplasmic reticulum stress (GO:1905897)	1/14	0.0677909321684321	0.14874377809816727	0	0	15.452214452214452	41.58695944336839	NUPR1
regulation of response to interferon-gamma (GO:0060330)	1/14	0.0677909321684321	0.14874377809816727	0	0	15.452214452214452	41.58695944336839	SOCS1
positive regulation of brown fat cell differentiation (GO:0090336)	1/14	0.0677909321684321	0.14874377809816727	0	0	15.452214452214452	41.58695944336839	PTGS2
regulation of vasculogenesis (GO:2001212)	1/14	0.0677909321684321	0.14874377809816727	0	0	15.452214452214452	41.58695944336839	RAP1A
positive regulation of regulatory T cell differentiation (GO:0045591)	1/14	0.0677909321684321	0.14874377809816727	0	0	15.452214452214452	41.58695944336839	SOCS1
positive regulation of superoxide anion generation (GO:0032930)	1/14	0.0677909321684321	0.14874377809816727	0	0	15.452214452214452	41.58695944336839	FPR2
positive regulation of T cell chemotaxis (GO:0010820)	1/14	0.0677909321684321	0.14874377809816727	0	0	15.452214452214452	41.58695944336839	CCR2
microvillus organization (GO:0032528)	1/14	0.0677909321684321	0.14874377809816727	0	0	15.452214452214452	41.58695944336839	RAP1A
vasodilation (GO:0042311)	1/14	0.0677909321684321	0.14874377809816727	0	0	15.452214452214452	41.58695944336839	SOD2
myeloid dendritic cell activation (GO:0001773)	1/14	0.0677909321684321	0.14874377809816727	0	0	15.452214452214452	41.58695944336839	BATF2
NAD biosynthesis via nicotinamide riboside salvage pathway (GO:0034356)	1/14	0.0677909321684321	0.14874377809816727	0	0	15.452214452214452	41.58695944336839	PTGS2
negative regulation of phosphorylation (GO:0042326)	2/86	0.06902351244139765	0.15074703950466292	0	0	4.814382896015549	12.870328659591635	CDKN1A;NUPR1
regulation of interferon-gamma production (GO:0032649)	2/86	0.06902351244139765	0.15074703950466292	0	0	4.814382896015549	12.870328659591635	ISG15;CCR2
regulation of GTPase activity (GO:0043087)	3/189	0.06913422744171982	0.15074703950466292	0	0	3.278017958097772	8.757898079454668	CD40;RAP1A;SEMA4D
negative regulation of Wnt signaling pathway (GO:0030178)	3/191	0.070867771508189	0.15260611235983898	0	0	3.2428164071068215	8.583538876310238	PSME1;PSME2;PSMB10
acute-phase response (GO:0006953)	1/15	0.07245523317560384	0.15260611235983898	0	0	14.347763347763347	37.659813836990104	CEBPB
pyrimidine nucleoside metabolic process (GO:0006213)	1/15	0.07245523317560384	0.15260611235983898	0	0	14.347763347763347	37.659813836990104	UPP1
negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway (GO:1902236)	1/15	0.07245523317560384	0.15260611235983898	0	0	14.347763347763347	37.659813836990104	HSPA1A
C21-steroid hormone biosynthetic process (GO:0006700)	1/15	0.07245523317560384	0.15260611235983898	0	0	14.347763347763347	37.659813836990104	TSPO
cellular response to arsenic-containing substance (GO:0071243)	1/15	0.07245523317560384	0.15260611235983898	0	0	14.347763347763347	37.659813836990104	HNRNPA1
regulation of establishment of protein localization (GO:0070201)	1/15	0.07245523317560384	0.15260611235983898	0	0	14.347763347763347	37.659813836990104	DNAJA1
cellular response to exogenous dsRNA (GO:0071360)	1/15	0.07245523317560384	0.15260611235983898	0	0	14.347763347763347	37.659813836990104	IFIT1
positive regulation of acute inflammatory response (GO:0002675)	1/15	0.07245523317560384	0.15260611235983898	0	0	14.347763347763347	37.659813836990104	PTGS2
regulation of superoxide anion generation (GO:0032928)	1/15	0.07245523317560384	0.15260611235983898	0	0	14.347763347763347	37.659813836990104	FPR2
regulation of T cell chemotaxis (GO:0010819)	1/15	0.07245523317560384	0.15260611235983898	0	0	14.347763347763347	37.659813836990104	CCR2
integrated stress response signaling (GO:0140467)	1/15	0.07245523317560384	0.15260611235983898	0	0	14.347763347763347	37.659813836990104	NFE2L2
positive regulation of pattern recognition receptor signaling pathway (GO:0062208)	1/15	0.07245523317560384	0.15260611235983898	0	0	14.347763347763347	37.659813836990104	TLR2
lipoxygenase pathway (GO:0019372)	1/15	0.07245523317560384	0.15260611235983898	0	0	14.347763347763347	37.659813836990104	PTGS2
macrophage migration (GO:1905517)	1/15	0.07245523317560384	0.15260611235983898	0	0	14.347763347763347	37.659813836990104	CCR2
microvillus assembly (GO:0030033)	1/15	0.07245523317560384	0.15260611235983898	0	0	14.347763347763347	37.659813836990104	RAP1A
prostanoid biosynthetic process (GO:0046457)	1/15	0.07245523317560384	0.15260611235983898	0	0	14.347763347763347	37.659813836990104	PTGS2
protein polyubiquitination (GO:0000209)	4/314	0.07272728528932591	0.15287275367816305	0	0	2.6330645161290325	6.9013638683628615	PSME1;PSME2;RPS27A;PSMB10
transforming growth factor beta receptor signaling pathway (GO:0007179)	2/89	0.07325362038573542	0.15336564746097195	0	0	4.647665962936899	12.148197603177868	JUN;RPS27A
post-Golgi vesicle-mediated transport (GO:0006892)	2/89	0.07325362038573542	0.15336564746097195	0	0	4.647665962936899	12.148197603177868	VAMP8;HSPA8
SRP-dependent cotranslational protein targeting to membrane (GO:0006614)	2/90	0.07468194968548275	0.15604518711618762	0	0	4.594619666048238	11.920818158765337	RPL24;RPS27A
toll-like receptor signaling pathway (GO:0002224)	2/91	0.07611921823712782	0.15764269806624467	0	0	4.542765420775051	11.699685676018186	RPS27A;TLR2
positive regulation of transport (GO:0051050)	2/91	0.07611921823712782	0.15764269806624467	0	0	4.542765420775051	11.699685676018186	IL15RA;FPR2
negative regulation of lyase activity (GO:0051350)	1/16	0.0770964289305897	0.15764269806624467	0	0	13.390572390572391	34.31599732708391	CCR2
nucleotide catabolic process (GO:0009166)	1/16	0.0770964289305897	0.15764269806624467	0	0	13.390572390572391	34.31599732708391	SAMHD1
dendritic cell chemotaxis (GO:0002407)	1/16	0.0770964289305897	0.15764269806624467	0	0	13.390572390572391	34.31599732708391	CCR2
regulation of monocyte differentiation (GO:0045655)	1/16	0.0770964289305897	0.15764269806624467	0	0	13.390572390572391	34.31599732708391	IRF7
regulation of oxidative phosphorylation (GO:0002082)	1/16	0.0770964289305897	0.15764269806624467	0	0	13.390572390572391	34.31599732708391	NUPR1
positive regulation by host of viral transcription (GO:0043923)	1/16	0.0770964289305897	0.15764269806624467	0	0	13.390572390572391	34.31599732708391	JUN
positive regulation of alpha-beta T cell proliferation (GO:0046641)	1/16	0.0770964289305897	0.15764269806624467	0	0	13.390572390572391	34.31599732708391	CCR2
positive regulation of endothelial cell apoptotic process (GO:2000353)	1/16	0.0770964289305897	0.15764269806624467	0	0	13.390572390572391	34.31599732708391	CD40
positive regulation of isotype switching (GO:0045830)	1/16	0.0770964289305897	0.15764269806624467	0	0	13.390572390572391	34.31599732708391	CD40
regulation of peptidyl-tyrosine phosphorylation (GO:0050730)	2/92	0.07756530306155492	0.15829346314115383	0	0	4.492063492063492	11.484567093173027	SEMA4D;HCLS1
