gene,mean_est_amb,n,total_umis
2310001K24Rik,1.1222157884610816e-7,0,20
2310002D06Rik,3.085688487375806e-8,0,1
2310002F09Rik,6.122970461840299e-8,0,87
2310002L09Rik,6.122970461840299e-8,0,2
2310003L06Rik,3.0372819744644937e-8,0,1
2310003N18Rik,0,0,0
2310005A03Rik,6.122970461840299e-8,0,2
2310005E17Rik,0,0,0
2310008N11Rik,2.2457161347450744e-7,0,16
2310009A05Rik,5.920882104718923e-5,0,16929
2310009B15Rik,2.120063826190781e-5,0,6862
2310010J17Rik,1.6585993233896765e-5,0,5106
2310011J03Rik,4.064236733799809e-5,0,13246
2310014F06Rik,1.7925972711624947e-7,0,23
2310015A10Rik,6.042345618208481e-6,0,2008
2310015A16Rik,6.122970461840299e-8,0,15
2310015D24Rik,6.122970461840299e-8,0,3
2310015K22Rik,6.122970461840299e-8,0,8
2310016D03Rik,0,0,0
2310016D23Rik,6.122970461840299e-8,0,17
2310016G11Rik,6.122970461840299e-8,0,8
2310020H05Rik,3.0372819744644937e-8,0,0
2310022A10Rik,1.1069838560384344e-5,0,4508
2310022B05Rik,5.829254496124697e-6,0,2219
2310026I22Rik,3.085688487375806e-8,0,0
2310026L22Rik,6.122970461840299e-8,0,14
2310030A07Rik,6.122970461840299e-8,0,2
2310030G06Rik,6.106223934501386e-7,0,243
2310033P09Rik,2.8258485442091824e-5,0,11484
2310034C09Rik,0,0,0
2310034G01Rik,2.755634877022126e-7,0,225
2310034O05Rik,6.122970461840299e-8,0,5
2310039H08Rik,2.682222163979243e-5,0,8373
2310039L15Rik,6.122970461840299e-8,0,13
2310040G24Rik,7.531757733418915e-6,0,2767
2310043L19Rik,1.7925972711624947e-7,0,15
2310043M15Rik,6.122970461840299e-8,0,32
2310043O21Rik,6.122970461840299e-8,0,5
2310044K18Rik,6.122970461840299e-8,0,10
2310046K23Rik,0,0,0
2310047D07Rik,8.355317235304972e-7,0,182
2310050C09Rik,0,0,0
2310057J18Rik,0,0,0
2310057M21Rik,8.950350692809052e-6,0,3327
2310057N15Rik,0,0,0
2310058D17Rik,4.6860658315307125e-7,0,302
2310061I04Rik,1.353250981663755e-5,0,5083
2310061N02Rik,6.122970461840299e-8,0,6
2310065F04Rik,6.122970461840299e-8,0,0
2310067P03Rik,3.727652180832514e-7,0,27
2310068J16Rik,9.472599288515914e-7,0,235
2310069B03Rik,6.122970461840299e-8,0,15
2310074N15Rik,2.764614574972883e-7,0,104
2310075C17Rik,1.1222157884610816e-7,0,9
2310079G19Rik,0,0,0
2310081O03Rik,3.085688487375806e-8,0,3
2400006E01Rik,0,0,0
2410002F23Rik,1.8147024078139873e-5,0,4842
2410003I16Rik,3.085688487375806e-8,0,1
2410003L11Rik,3.204129785443273e-7,0,45
2410004B18Rik,3.181463512342332e-5,0,9197
2410004I01Rik,6.122970461840299e-8,0,6
2410004P03Rik,8.247081868748201e-7,0,309
2410006H16Rik,2.979473333752084e-4,0,87427
2410012E07Rik,1.785664243533889e-7,0,1
2410017I17Rik,6.122970461840299e-8,0,10
2410018L13Rik,4.6860658315307125e-7,0,122
2410021H03Rik,3.085688487375806e-8,0,1
2410022M11Rik,6.80171183789628e-6,0,2440
2410080I02Rik,6.106223934501386e-7,0,249
2410124H12Rik,8.13646939723501e-8,0,0
2410131K14Rik,6.573917048971589e-6,0,2005
2410137M14Rik,6.122970461840299e-8,0,4
2410141K09Rik,6.122970461840299e-8,0,1
2410152P15Rik,0,0,0
2500002B13Rik,1.6296225114997313e-6,0,562
2500004C02Rik,1.3264228009811918e-6,0,430
2510002D24Rik,2.3442748069273647e-5,0,8793
2510009E07Rik,6.914443282353819e-6,0,2975
2510017J16Rik,2.6519299621615063e-6,0,841
2510039O18Rik,3.665733593534692e-5,0,12559
2510046G10Rik,8.362304840503028e-6,0,2201
2600002D14Rik,2.0942330922714696e-7,0,140
2600006K01Rik,4.993236460234823e-7,0,180
2600014E21Rik,6.122970461840299e-8,0,8
2610001J05Rik,4.722677392063593e-5,0,15949
2610002M06Rik,2.1555870786247735e-5,0,6714
2610008E11Rik,6.8286967975631216e-6,0,2987
2610016A17Rik,1.1222157884610816e-7,0,11
2610020C07Rik,1.8386248267012005e-6,0,805
2610021A01Rik,4.2105529679024434e-6,0,1434
2610027F03Rik,0,0,0
2610027K06Rik,2.755634877022126e-7,0,174
2610028E06Rik,6.122970461840299e-8,0,2
2610028H24Rik,1.1141977572720865e-6,0,383
2610035D17Rik,7.3455662491791105e-6,0,2178
2610035F20Rik,0,0,0
2610037D02Rik,1.7718199657525876e-5,0,6106
2610042L04Rik,3.0372819744644937e-8,0,1
2610044O15Rik8,7.891961148097575e-6,0,3001
2610203C22Rik,2.86532271064704e-6,0,1053
2610204G07Rik,6.122970461840299e-8,0,46
2610206C17Rik,6.122970461840299e-8,0,20
2610300M13Rik,6.122970461840299e-8,0,8
2610301B20Rik,4.152057099279852e-6,0,1569
2610303G11Rik,0,0,0
2610306M01Rik,4.269336284186999e-6,0,1195
2610307P16Rik,9.997371899378345e-7,0,397
2610316D01Rik,0,0,0
2610318M16Rik,0,0,0
2610318N02Rik,2.4940907408058234e-6,0,561
2610507B11Rik,3.710541106288859e-5,0,15738
2610507I01Rik,6.101137008107398e-6,0,3581
2610528A11Rik,3.727652180832514e-7,0,290
2610528J11Rik,2.764614574972883e-7,0,130
2700033N17Rik,5.799053305797275e-7,0,147
2700038G22Rik,3.498901355778555e-6,0,1607
2700046A07Rik,4.6860658315307125e-7,0,62
2700046G09Rik,4.7411634878819465e-7,0,375
2700049A03Rik,6.987893230575789e-6,0,2518
2700054A10Rik,6.122970461840299e-8,0,94
2700062C07Rik,1.3243286182811368e-5,0,4512
2700068H02Rik,6.122970461840299e-8,0,8
2700069I18Rik,0,0,0
2700081O15Rik,2.4227258888322874e-6,0,973
2700089I24Rik,1.1222157884610816e-7,0,2
2700097O09Rik,8.406430042922078e-6,0,3000
2810001G20Rik,1.4919439742133908e-5,0,4705
2810002D19Rik,6.730675845391647e-6,0,1875
2810004N23Rik,3.317476426984616e-5,0,13483
2810006K23Rik,8.347601291707953e-6,0,4346
2810013P06Rik,3.883355348151275e-5,0,16267
2810021J22Rik,3.339257835547478e-6,0,1032
2810029C07Rik,6.122970461840299e-8,0,58
2810030D12Rik,4.8648066576831e-7,0,193
2810032G03Rik,6.122970461840299e-8,0,5
2810049E08Rik,3.085688487375806e-8,0,1
2810402E24Rik,6.2138191864671425e-6,0,3028
2810403D21Rik,6.8605436245233135e-6,0,2141
2810403G07Rik,6.122970461840299e-8,0,78
2810404F17Rik,6.122970461840299e-8,0,2
2810404M03Rik,0,0,0
2810405F17Rik,2.9380069815860328e-6,0,1309
2810407A14Rik,1.1222157884610816e-7,0,4
2810408A11Rik,2.764614574972883e-7,0,195
2810408I11Rik,2.508355300136556e-6,0,834
2810410L24Rik,1.282678528885443e-7,0,103
2810414N06Rik,2.0942330922714696e-7,0,175
2810429I04Rik,4.0348228095366256e-7,0,276
2810430I11Rik,6.122970461840299e-8,0,8
2810432F15Rik,3.085688487375806e-8,0,0
2810433D01Rik,2.401403720975581e-7,0,37
2810442N19Rik,6.122970461840299e-8,0,43
2810454H06Rik,2.8367643350383384e-6,0,1361
2810455O05Rik,5.823220308381298e-7,0,253
2810457G06Rik,6.122970461840299e-8,0,35
2810459M11Rik,6.122970461840299e-8,0,17
2810468N07Rik,8.62030763495332e-7,0,304
2810471M01Rik,0,0,0
2900005J15Rik,4.2252243028700274e-06,0,1597
2900009J06Rik,1.7925972711624947e-7,0,79
2900026A02Rik,9.479577531937999e-6,0,3776
2900040C04Rik,3.0372819744644937e-8,0,1
2900041M22Rik,2.180402466010848e-6,0,869
2900042K21Rik,5.799053305797275e-7,0,21
2900045O20Rik,6.122970461840299e-8,0,15
2900052L18Rik,1.8607352956743401e-6,0,905
2900052N01Rik,1.1222157884610816e-7,0,22
2900057B20Rik,3.0372819744644937e-8,0,1
2900060B14Rik,8.234936110321654e-6,0,2117
2900060N12Rik,1.7925972711624947e-7,0,21
2900072N19Rik,3.085688487375806e-8,0,1
2900076A07Rik,5.515865313710702e-6,0,1630
2900079G21Rik,1.1222157884610816e-7,0,5
2900089D17Rik,1.9685825348032037e-6,0,526
2900092C05Rik,0,0,0
2900093K20Rik,7.644481843180325e-6,0,1840
2900097C17Rik,4.663404466482054e-5,0,16420
3010001F23Rik,6.122970461840299e-8,0,13
3010003L21Rik,2.1659437685352908e-6,0,981
3100003L05Rik,0,0,0
3110001I22Rik,3.339257835547478e-6,0,976
3110004A20Rik,0,0,0
3110006O06Rik,2.0942330922714696e-7,0,51
3110009E18Rik,1.073900624345856e-5,0,3203
3110009F21Rik,3.085688487375806e-8,0,0
3110015C05Rik,3.085688487375806e-8,0,1
3110018I06Rik,0,0,0
3110021N24Rik,1.2834680063586063e-6,0,647
3110039M20Rik,3.085688487375806e-8,0,1
3110040M04Rik,0,0,0
3110040N11Rik,1.7948608134796523e-5,0,6304
3110045C21Rik,4.6860658315307125e-7,0,183
3110056K07Rik,1.5270107859056662e-5,0,6626
3110070M22Rik,9.152666483131361e-7,0,160
3110082I17Rik,1.005549737200731e-5,0,3382
3110082J24Rik,0,0,0
3110083C13Rik,4.6860658315307125e-7,0,163
3110099E03Rik,3.0372819744644937e-8,0,1
3200001D21Rik,3.085688487375806e-8,0,5
3222401L13Rik,5.141015562298853e-6,0,1825
3300002A11Rik,1.0706107041587035e-6,0,238
3300002I08Rik,5.823220308381298e-7,0,354
3300002P13Rik,6.122970461840299e-8,0,2
3300005D01Rik,2.3952952631328982e-6,0,736
3425401B19Rik,2.0942330922714696e-7,0,38
3632454L22Rik,6.122970461840299e-8,0,9
3830403N18Rik,1.610128099318214e-6,0,595
3830406C13Rik,3.8289498738137214e-5,0,15131
3830408C21Rik,8.476645635379835e-7,0,205
3830417A13Rik,3.0372819744644937e-8,0,1
3830432H09Rik,0,0,0
3930402G23Rik,1.1222157884610816e-7,0,37
4430402I18Rik,1.1838726410449984e-6,0,419
4631405J19Rik,4.0348228095366256e-7,0,45
4632404H12Rik,3.5814586953835853e-6,0,1254
4632404M16Rik,2.764614574972883e-7,0,3
4632411P08Rik,2.0942330922714696e-7,0,93
4632427E13Rik,3.645635717485408e-5,0,13790
4632428C04Rik,9.152666483131361e-7,0,242
4632433K11Rik,0,0,0
4731419I09Rik,6.122970461840299e-8,0,13
4732414G09Rik,6.122970461840299e-8,0,22
4732419C18Rik,3.071785203676994e-7,0,163
4732440D04Rik,9.923062801845648e-6,0,4449
4732463B04Rik,1.1222157884610816e-7,0,3
4732465J04Rik,6.106223934501386e-7,0,244
4732471J01Rik,4.0348228095366256e-7,0,271
4732487G21Rik,6.122970461840299e-8,0,18
4732490B19Rik,6.122970461840299e-8,0,11
4732491K20Rik,1.1695547258137985e-6,0,362
4732496C06Rik,9.468304709571536e-7,0,201
4831440D22Rik,4.6860658315307125e-7,0,166
4833403J16Rik,1.125356318045803e-5,0,3258
4833405L11Rik,6.122970461840299e-8,0,1
4833407H14Rik,9.780973249773515e-6,0,3463
4833408A19Rik,1.610128099318214e-6,0,698
4833411C07Rik,3.204129785443273e-7,0,167
4833412C05Rik,2.2457161347450744e-7,0,65
4833413E03Rik,6.122970461840299e-8,0,15
4833413G10Rik,1.1557805201953727e-6,0,207
4833415N18Rik,1.282678528885443e-7,0,8
4833417C18Rik,1.513967740272348e-6,0,526
4833418N02Rik,2.622812150198442e-6,0,986
4833419F23Rik,2.3246198095334668e-6,0,748
4833419O12Rik,6.122970461840299e-8,0,5
4833420G17Rik,5.010958783011037e-5,0,16769
4833422C13Rik,5.799053305797275e-7,0,98
4833422M21Rik,2.0942330922714696e-7,0,37
4833423E24Rik,1.282678528885443e-7,0,10
4833427F10Rik,6.122970461840299e-8,0,10
4833427G06Rik,5.704201093741578e-7,0,158
4833428L15Rik,1.282678528885443e-7,0,4
4833438C02Rik,9.269043328102435e-6,0,3546
4833439L19Rik,2.441309012110883e-5,0,8374
4833445I07Rik,1.8386248267012005e-6,0,391
4921501I09Rik,6.122970461840299e-8,0,6
4921504A21Rik,6.122970461840299e-8,0,19
4921504E06Rik,2.2457161347450744e-7,0,13
4921507G05Rik,1.7925972711624947e-7,0,12
4921507P07Rik,5.823220308381298e-7,0,56
4921508D12Rik,0,0,0
4921509A06Rik,0,0,0
4921509C19Rik,3.0372819744644937e-8,0,1
4921509O07Rik,6.122970461840299e-8,0,6
4921511C10Rik,6.662614744439776e-7,0,101
4921511C20Rik,0,0,0
4921511I17Rik,1.1222157884610816e-7,0,6
4921511M17Rik,0,0,0
4921513I03Rik,3.0372819744644937e-8,0,2
4921513I08Rik,0,0,0
4921514A10Rik,2.755634877022126e-7,0,72
4921515E04Rik,6.122970461840299e-8,0,4
4921515L22Rik,3.0372819744644937e-8,0,2
4921516A02Rik,3.727652180832514e-7,0,48
4921517D16Rik,6.122970461840299e-8,0,10
4921517D22Rik,6.122970461840299e-8,0,4
4921518K17Rik,2.764614574972883e-7,0,11
4921520N01Rik,0,0,0
4921521D15Rik,0,0,0
4921522A10Rik,0,0,0
4921522P10Rik,6.122970461840299e-8,0,5
4921523L03Rik,6.122970461840299e-8,0,9
4921524J17Rik,3.771089659588398e-5,0,11997
4921524L21Rik,0,0,0
4921525O09Rik,3.071785203676994e-7,0,123
4921528I07Rik,3.0372819744644937e-8,0,0
4921529L05Rik,6.122970461840299e-8,0,9
4921531C22Rik,3.1680894168759133e-6,0,1553
4921531P14Rik,0,0,0
4921534H16Rik,3.085688487375806e-8,0,1
4921536K21Rik,1.282678528885443e-7,0,26
4921539E11Rik,9.789503314389937e-8,0,0
4921539H07Rik,3.085688487375806e-8,0,1
4922502D21Rik,6.122970461840299e-8,0,4
4922502N22Rik,0,0,0
4930401A07Rik,0,0,0
4930401C15Rik,0,0,0
4930401G09Rik,0,0,0
4930401O10Rik,0,0,0
4930401O12Rik,0,0,0
4930402C01Rik,0,0,0
4930402D18Rik,0,0,0
4930402F06Rik,6.122970461840299e-8,0,8
4930402F11Rik,0,0,0
4930402H24Rik,1.74289216730222e-5,0,6071
4930402K13Rik,0,0,0
4930403D09Rik,1.0990729335831768e-6,0,142
4930403P22Rik,8.163226266580411e-7,0,500
4930404A05Rik,0,0,0
4930404A12Rik,6.122970461840299e-8,0,21
4930404H11Rik,3.0372819744644937e-8,0,5
4930404H24Rik,3.0372819744644937e-8,0,1
4930404I05Rik,6.122970461840299e-8,0,34
4930404I20Rik,0,0,0
4930404K13Rik,0,0,0
4930404N11Rik,1.0990729335831768e-6,0,548
4930404O17Rik,3.085688487375806e-8,0,0
4930405A10Rik,6.122970461840299e-8,0,8
4930405A21Rik,4.993236460234823e-7,0,156
4930405D01Rik,0,0,0
4930405D11Rik,0,0,0
4930405H06Rik,3.085688487375806e-8,0,1
4930405J17Rik,0,0,0
4930405L22Rik,3.0372819744644937e-8,0,2
4930405O22Rik,1.7925972711624947e-7,0,28
4930406D18Rik,3.0372819744644937e-8,0,4
4930407G08Rik,0,0,0
4930407I10Rik,3.0372819744644937e-8,0,1
4930407I19Rik,0,0,0
4930408K08Rik,0,0,0
4930408O17Rik,3.0372819744644937e-8,0,2
4930412B13Rik,0,0,0
4930412C18Rik,4.8648066576831e-7,0,214
4930412E21Rik,0,0,0
4930412F09Rik,3.085688487375806e-8,0,1
4930412L05Rik,6.122970461840299e-8,0,8
4930412M03Rik,2.755634877022126e-7,0,124
4930412O13Rik,6.122970461840299e-8,0,4
4930413E15Rik,0,0,0
4930413F20Rik,1.282678528885443e-7,0,20
4930414F18Rik,3.085688487375806e-8,0,1
4930414N06Rik,1.282678528885443e-7,0,40
4930415C11Rik,0,0,0
4930415L06Rik,0,0,0
4930415O20Rik,1.1222157884610816e-7,0,14
4930417H01Rik,3.071785203676994e-7,0,38
4930417O13Rik,1.8666646815875761e-6,0,963
4930417O22Rik,3.0372819744644937e-8,0,1
4930419G24Rik,0,0,0
4930420G21Rik,3.0372819744644937e-8,0,2
4930422C21Rik,0,0,0
4930422I22Rik,1.1222157884610816e-7,0,25
4930422M22Rik,0,0,0
4930423D22Rik,3.071785203676994e-7,0,84
4930423D24Rik,0,0,0
4930423M02Rik,0,0,0
4930425K10Rik,1.282678528885443e-7,0,1
4930425L21Rik,0,0,0
4930425O10Rik,6.122970461840299e-8,0,2
4930425P05Rik,1.1222157884610816e-7,0,12
4930426D05Rik,3.180290800631445e-6,0,593
4930426I24Rik,8.247081868748201e-7,0,372
4930426L09Rik,2.755634877022126e-7,0,137
4930428D20Rik,9.789503314389937e-8,0,0
4930428E07Rik,6.122970461840299e-8,0,1
4930428N03Rik,6.122970461840299e-8,0,7
4930428O21Rik,1.282678528885443e-7,0,54
4930429C20Rik,0,0,0
4930429D17Rik,3.0372819744644937e-8,0,2
4930429F24Rik,6.122970461840299e-8,0,79
4930429H19Rik,0,0,0
4930429P21Rik,0,0,0
4930430A15Rik,0,0,0
4930430E12Rik,1.8386248267012005e-6,0,436
4930430F08Rik,4.399237940603991e-6,0,2128
4930430F21Rik,3.085688487375806e-8,0,0
4930430O22Rik,0,0,0
4930431F10Rik,9.789503314389937e-8,0,2
4930431F12Rik,3.0372819744644937e-8,0,1
4930431L21Rik,0,0,0
4930431P03Rik,1.9685825348032037e-6,0,612
4930431P22Rik,6.122970461840299e-8,0,8
4930432B10Rik,1.1222157884610816e-7,0,26
4930432H08Rik,0,0,0
4930432J09Rik,2.764614574972883e-7,0,5
4930432K21Rik,7.775602218706338e-7,0,166
4930432L08Rik,6.122970461840299e-8,0,3
4930432M17Rik,0,0,0
4930432O09Rik,3.085688487375806e-8,0,1
4930433B08Rik,0,0,0
4930433E05Rik,0,0,0
4930433I11Rik,0,0,0
4930433J02Rik,0,0,0
4930433N12Rik,6.122970461840299e-8,0,6
4930434B07Rik,3.0372819744644937e-8,0,1
4930434F21Rik,0,0,0
4930434J06Rik,3.0372819744644937e-8,0,0
4930434O05Rik,3.0372819744644937e-8,0,1
4930435F18Rik,1.1222157884610816e-7,0,16
4930435M08Rik,6.122970461840299e-8,0,0
4930437M23Rik,0,0,0
4930438A08Rik,1.7925972711624947e-7,0,11
4930438E09Rik,0,0,0
4930439A04Rik,3.0372819744644937e-8,0,1
4930439D14Rik,1.282678528885443e-7,0,43
4930440C22Rik,0,0,0
4930440I19Rik,1.282678528885443e-7,0,143
4930441H08Rik,3.085688487375806e-8,0,0
4930441J16Rik,0,0,0
4930442G10Rik,0,0,0
4930442G15Rik,0,0,0
4930442J19Rik,0,0,0
4930442L01Rik,0,0,0
4930443O20Rik,2.0942330922714696e-7,0,17
4930444A19Rik,4.6860658315307125e-7,0,34
4930444E06Rik,6.122970461840299e-8,0,11
4930444F02Rik,6.122970461840299e-8,0,14
4930444G20Rik,6.122970461840299e-8,0,8
4930444P10Rik,2.0942330922714696e-7,0,19
4930445B16Rik,0,0,0
4930445E18Rik,6.122970461840299e-8,0,13
4930445N06Rik,0,0,0
4930445N08Rik,0,0,0
4930445N18Rik,1.7925972711624947e-7,0,16
4930447A16Rik,3.0372819744644937e-8,0,1
4930447C04Rik,4.0348228095366256e-7,0,83
4930447F04Rik,0,0,0
4930447F24Rik,1.1222157884610816e-7,0,25
4930447J18Rik,6.122970461840299e-8,0,5
4930447K03Rik,5.823220308381298e-7,0,137
4930447M23Rik,6.122970461840299e-8,0,5
4930447N08Rik,3.085688487375806e-8,0,2
4930448A20Rik,1.1222157884610816e-7,0,21
4930448C13Rik,3.0372819744644937e-8,0,1
4930448D08Rik,1.282678528885443e-7,0,4
4930448E22Rik,1.7925972711624947e-7,0,24
4930448F12Rik,0,0,0
4930448H16Rik,0,0,0
4930448I06Rik,0,0,0
4930448I18Rik,6.122970461840299e-8,0,3
4930449C09Rik,6.122970461840299e-8,0,7
4930449E01Rik,3.085688487375806e-8,0,1
4930449E18Rik,3.085688487375806e-8,0,1
4930449I24Rik,0,0,0
4930451E10Rik,0,0,0
4930451I11Rik,3.085688487375806e-8,0,1
4930452A19Rik,6.122970461840299e-8,0,3
4930452B06Rik,9.007931682827394e-7,0,184
4930452G13Rik,6.122970461840299e-8,0,4
4930452L12Rik,0,0,0
4930452N14Rik,0,0,0
4930453C13Rik,3.727652180832514e-7,0,54
4930453H23Rik,0,0,0
4930453L07Rik,8.13646939723501e-8,0,0
4930453N24Rik,4.0538728663357277e-05,0,14519
4930453O03Rik,0,0,0
4930455B14Rik,3.0372819744644937e-8,0,1
4930455C13Rik,9.789503314389937e-8,0,1
4930455G09Rik,7.301483513934001e-6,0,2279
4930455H04Rik,1.1222157884610816e-7,0,5
4930455J16Rik,1.1222157884610816e-7,0,7
4930455M05Rik,3.0372819744644937e-8,0,3
4930456L15Rik,3.085688487375806e-8,0,1
4930458A03Rik,3.085688487375806e-8,0,0
4930458B22Rik,6.122970461840299e-8,0,26
4930458D05Rik,1.282678528885443e-7,0,66
4930458K08Rik,0,0,0
4930459C07Rik,1.7925972711624947e-7,0,30
4930459L07Rik,0,0,0
4930461C15Rik,6.122970461840299e-8,0,3
4930461G14Rik,0,0,0
4930463O16Rik,2.2457161347450744e-7,0,4
4930465I24Rik,3.085688487375806e-8,0,1
4930465K09Rik,0,0,0
4930465M20Rik,2.0942330922714696e-7,0,4
4930466I24Rik,3.085688487375806e-8,0,1
4930467D21Rik,0,0,0
4930467E23Rik,0,0,0
4930467J12Rik,0,0,0
4930467K11Rik,0,0,0
4930469B13Rik,0,0,0
4930469K13Rik,6.122970461840299e-8,0,43
4930470G03Rik,2.764614574972883e-7,0,57
4930470H14Rik,0,0,0
4930470O06Rik,0,0,0
4930470P17Rik,0,0,0
4930471C04Rik,0,0,0
4930471C06Rik,6.122970461840299e-8,0,2
4930471D02Rik,0,0,0
4930471E15Rik,6.122970461840299e-8,0,10
4930471E19Rik,4.8648066576831e-7,0,97
4930471G03Rik,3.085688487375806e-8,0,1
4930471G24Rik,0,0,0
4930471L23Rik,1.282678528885443e-7,0,7
4930473A02Rik,1.1222157884610816e-7,0,6
4930473D10Rik,0,0,0
4930473H19Rik,0,0,0
4930473O22Rik,0,0,0
4930474H06Rik,6.122970461840299e-8,0,2
4930474H20Rik,0,0,0
4930474M22Rik,0,0,0
4930474N05Rik,1.1222157884610816e-7,0,22
4930474N09Rik,1.282678528885443e-7,0,4
4930477E14Rik,0,0,0
4930477G07Rik,6.122970461840299e-8,0,18
4930477N07Rik,8.13646939723501e-8,0,1
4930478E11Rik,0,0,0
4930478K11Rik,1.282678528885443e-7,0,3
4930478L05Rik,1.7925972711624947e-7,0,53
4930478M13Rik,1.1222157884610816e-7,0,11
4930478P22Rik,3.085688487375806e-8,0,0
4930479D17Rik,6.122970461840299e-8,0,7
4930479H17Rik,0,0,0
4930480E11Rik,3.0372819744644937e-8,0,0
4930480G23Rik,0,0,0
4930480K15Rik,0,0,0
4930480M12Rik,0,0,0
4930481A15Rik,4.568031223059717e-6,0,1682
4930481B07Rik,3.071785203676994e-7,0,198
4930483J18Rik,1.7925972711624947e-7,0,15
4930483K19Rik,0,0,0
4930483O08Rik,3.0372819744644937e-8,0,1
4930483P17Rik,3.0372819744644937e-8,0,1
4930484H19Rik,6.122970461840299e-8,0,4
4930484I04Rik,6.122970461840299e-8,0,4
4930486F22Rik,0,0,0
4930486I03Rik,3.0372819744644937e-8,0,1
4930486L24Rik,7.71795256025e-6,0,2108
4930487D11Rik,0,0,0
4930488B22Rik,0,0,0
4930488L21Rik,3.7140485277203244e-7,0,10
4930488N15Rik,6.122970461840299e-8,0,2
4930500A05Rik,0,0,0
4930500F04Rik,3.0372819744644937e-8,0,3
4930500F10Rik,2.764614574972883e-7,0,40
4930500H12Rik,6.122970461840299e-8,0,2
4930500L23Rik,6.122970461840299e-8,0,9
4930500M09Rik,3.204129785443273e-7,0,58
4930502A04Rik,0,0,0
4930502E09Rik,6.122970461840299e-8,0,59
4930502E18Rik,2.0942330922714696e-7,0,92
4930503B20Rik,6.122970461840299e-8,0,5
4930503E14Rik,0,0,0
4930503F20Rik,0,0,0
4930503L19Rik,1.715437480010683e-5,0,5472
4930503O07Rik,3.085688487375806e-8,0,1
4930504C09Rik,0,0,0
4930504D19Rik,0,0,0
4930505A04Rik,6.122970461840299e-8,0,13
4930505G20Rik,0,0,0
4930505K13Rik,0,0,0
4930505K14Rik,0,0,0
4930505M18Rik,0,0,0
4930505N22Rik,1.7925972711624947e-7,0,52
4930505O20Rik,3.0372819744644937e-8,0,1
4930506C21Rik,1.7925972711624947e-7,0,72
4930507D05Rik,1.1222157884610816e-7,0,44
4930507D10Rik,0,0,0
4930509E16Rik,6.122970461840299e-8,0,51
4930509G22Rik,2.0942330922714696e-7,0,64
4930509H03Rik,4.741911534836507e-6,0,1793
4930509J09Rik,0,0,0
4930509K18Rik,6.122970461840299e-8,0,6
4930510E17Rik,3.0372819744644937e-8,0,1
4930511A02Rik,1.7925972711624947e-7,0,0
4930511E03Rik,1.1222157884610816e-7,0,29
4930511J24Rik,3.0372819744644937e-8,0,0
4930511M06Rik,1.7925972711624947e-7,0,4
4930511M18Rik,0,0,0
4930511O05Rik,0,0,0
4930512B01Rik,1.7925972711624947e-7,0,81
4930512H18Rik,3.0372819744644937e-8,0,1
4930512J16Rik,1.2547245418504677e-6,0,442
4930512M02Rik,6.122970461840299e-8,0,3
4930512P04Rik,6.122970461840299e-8,0,13
4930513D17Rik,1.282678528885443e-7,0,21
4930513L16Rik,0,0,0
4930513N10Rik,6.936207782647861e-7,0,202
4930513O06Rik,0,0,0
4930515B02Rik,3.0372819744644937e-8,0,1
4930515G01Rik,1.0190248572342482e-6,0,321
4930515L19Rik,0,0,0
4930516B21Rik,3.085688487375806e-8,0,1
4930516K23Rik,1.1222157884610816e-7,0,8
4930517E11Rik,3.0372819744644937e-8,0,4
4930517E14Rik,3.727652180832514e-7,0,171
4930517L18Rik,3.085688487375806e-8,0,1
4930517M08Rik,0,0,0
4930517O19Rik,2.0942330922714696e-7,0,15
4930518C09Rik,0,0,0
4930518I17Rik,0,0,0
4930518J20Rik,3.085688487375806e-8,0,1
4930518J21Rik,6.122970461840299e-8,0,5
4930518P08Rik,0,0,0
4930519A11Rik,9.789503314389937e-8,0,0
4930519D14Rik,1.1222157884610816e-7,0,2
4930519F24Rik,0,0,0
4930519G04Rik,6.122970461840299e-8,0,36
4930519H02Rik,3.085688487375806e-8,0,1
4930519K11Rik,3.0372819744644937e-8,0,1
4930519L02Rik,6.122970461840299e-8,0,6
4930519P11Rik,6.122970461840299e-8,0,41
4930520K02Rik,0,0,0
4930520M14Rik,6.122970461840299e-8,0,7
4930520O04Rik,2.764614574972883e-7,0,103
4930520P13Rik,0,0,0
4930521E06Rik,0,0,0
4930521O17Rik,0,0,0
4930522H14Rik,6.122970461840299e-8,0,2
4930522L14Rik,1.0224461569138493e-5,0,2688
4930522N08Rik,0,0,0
4930522O17Rik,6.122970461840299e-8,0,3
4930523C07Rik,1.2981630537256116e-4,0,53524
4930523O13Rik,0,0,0
4930524B15Rik,1.282678528885443e-7,0,3
4930524B17Rik,3.085688487375806e-8,0,0
4930524C18Rik,0,0,0
4930524N10Rik,0,0,0
4930524O05Rik,3.0372819744644937e-8,0,3
4930524O07Rik,8.355317235304972e-7,0,280
4930524O08Rik,3.0372819744644937e-8,0,1
4930525C09Rik,0,0,0
4930525G20Rik,6.122970461840299e-8,0,37
4930526F13Rik,0,0,0
4930526H09Rik,0,0,0
4930526L06Rik,0,0,0
4930527A07Rik,0,0,0
4930527B05Rik,0,0,0
4930527E20Rik,0,0,0
4930527F14Rik,6.122970461840299e-8,0,3
4930527G23Rik,0,0,0
4930527J03Rik,0,0,0
4930528D03Rik,6.122970461840299e-8,0,4
4930528G23Rik,0,0,0
4930528H21Rik,3.0372819744644937e-8,0,0
